100200,41,38,49,43,41,61,41,36,45,47,37,34,16,45,47,47,46,43,40,47,34,51,39,42,43,0
100300,58,45,36,44,27,38,33,42,42,37,45,35,13,30,32,40,41,48,46,43,36,44,42,32,33,0
100400,47,43,59,41,37,34,40,37,51,33,48,48,8,32,37,36,25,42,38,46,54,35,44,44,52,0
100500,46,42,36,40,33,33,46,45,35,43,36,40,9,39,42,49,43,45,36,29,43,43,43,44,33,0
100600,31,50,47,38,52,42,36,24,31,27,31,40,11,32,34,41,49,46,43,39,41,49,44,40,42,0
100700,43,49,31,58,39,50,42,42,39,30,41,34,7,26,54,40,46,40,43,47,57,53,33,35,36,0
100800,42,49,36,42,49,29,40,66,48,35,40,43,6,50,56,41,47,54,48,44,59,55,43,52,62,0
100900,42,38,41,50,40,40,33,47,44,41,45,42,8,35,45,44,46,34,38,32,51,37,33,42,68,0
101000,50,41,53,51,51,39,51,39,54,40,48,48,11,36,52,40,53,46,39,48,48,56,49,65,58,0
101100,43,42,48,51,41,44,47,39,54,44,45,35,8,42,37,45,38,47,48,47,46,56,34,57,44,0
101200,45,53,51,43,40,33,47,39,32,34,40,41,11,33,43,35,35,41,43,46,62,46,44,60,60,0
101300,45,48,48,46,58,46,45,42,34,44,34,50,12,32,38,39,41,45,53,45,50,45,52,54,44,0
101400,37,38,48,28,38,48,40,70,41,43,46,47,12,33,39,23,40,44,34,36,34,37,48,46,60,0
101500,57,47,67,41,37,38,44,42,42,42,44,24,11,46,33,37,43,38,35,32,41,48,49,57,45,0
101600,36,38,42,39,47,32,41,39,54,39,43,35,14,35,33,41,55,46,42,43,48,44,55,43,48,0
101700,45,48,49,39,55,46,48,39,39,39,36,34,8,36,56,43,48,39,44,54,57,51,41,40,65,0
101800,38,48,37,46,51,40,36,45,35,42,37,37,6,40,39,35,52,46,45,40,45,40,49,41,48,0
101900,55,47,37,30,42,49,39,46,33,46,30,35,6,45,44,47,34,50,54,47,47,36,60,45,61,0
102000,46,42,45,50,49,41,48,49,44,36,25,43,11,32,39,45,59,57,42,38,47,37,50,27,55,0
102100,58,51,63,47,41,46,48,36,41,37,58,53,12,43,47,35,51,45,54,45,45,52,55,49,47,0
102200,32,41,42,58,33,51,31,39,46,38,53,48,11,44,43,47,55,58,47,32,46,36,48,50,40,0
102300,39,52,41,39,54,51,38,32,43,42,46,49,11,40,41,51,42,43,66,28,43,30,52,57,40,0
102400,42,53,51,42,41,46,41,35,41,37,46,45,8,36,39,34,41,36,40,55,49,38,44,47,42,0
102500,7,8,2,4,2,5,3,4,6,6,8,5,0,3,1,4,4,5,4,8,10,12,4,3,5,0
102600,6,8,11,4,6,11,7,1,2,5,15,4,1,3,7,2,7,3,0,6,5,4,8,7,5,0
102700,18,26,4,5,7,5,12,15,4,4,7,7,3,3,3,4,3,8,13,8,11,8,6,6,11,0
102800,4,11,15,8,13,11,11,8,7,5,7,8,2,16,10,13,10,7,8,6,13,13,12,13,10,0
102900,5,11,10,14,11,15,16,16,16,6,11,17,4,21,14,17,14,13,11,13,13,6,12,17,11,0
103000,20,17,24,8,16,15,13,16,13,14,21,18,6,23,12,15,20,19,17,23,19,15,18,19,28,0
103100,27,32,20,23,11,16,17,17,31,26,31,23,7,21,18,27,21,23,20,25,23,22,21,33,23,0
103200,26,35,34,29,35,41,46,37,35,32,36,29,11,36,32,38,41,41,46,48,32,31,40,29,29,0
103300,54,43,40,46,53,48,34,46,37,42,54,36,15,57,40,38,50,46,53,63,60,58,61,48,55,0
103400,70,60,71,48,57,84,54,55,55,49,56,64,20,58,58,47,64,65,61,58,56,73,59,62,76,0
100200,39,33,38,45,43,44,38,57,41,40,48,46,14,32,46,47,46,30,42,47,51,42,35,47,36,10
100300,50,29,38,44,40,35,38,35,40,49,47,53,16,46,39,43,44,43,49,57,44,37,56,49,41,10
100400,50,50,68,44,42,34,41,37,42,47,42,53,11,49,57,31,41,52,28,56,51,44,34,46,43,10
100500,43,43,56,44,40,42,44,45,47,42,40,43,8,39,45,38,46,52,29,41,50,50,39,47,45,10
100600,36,33,37,46,47,43,48,48,60,44,52,43,11,41,38,40,40,47,56,42,49,47,53,42,33,10
100700,38,44,52,37,48,36,39,39,57,46,50,43,9,45,39,47,46,32,37,35,58,47,51,56,76,10
100800,43,48,33,46,46,44,32,50,38,34,31,35,11,39,48,39,34,43,37,44,46,48,42,48,45,10
100900,46,34,30,31,40,27,45,41,62,32,46,40,8,46,41,44,40,39,36,27,38,44,62,52,52,10
101000,45,41,34,48,48,42,57,44,43,54,40,38,4,35,36,40,43,41,45,33,46,41,24,48,38,10
101100,36,39,43,40,44,41,45,36,55,44,35,34,7,30,47,53,39,53,47,48,36,41,37,43,45,10
101200,44,40,30,41,44,63,58,47,44,45,43,49,11,35,29,45,47,48,45,50,55,49,47,43,51,10
101300,34,43,37,22,37,39,37,46,35,40,34,37,14,31,40,43,47,42,39,41,45,44,47,43,44,10
101400,40,46,29,37,41,43,40,51,42,41,38,44,15,41,39,37,47,35,36,44,69,55,61,51,42,10
101500,48,43,41,42,60,56,33,48,56,46,34,42,6,36,40,38,53,45,43,44,50,50,33,38,44,10
101600,44,47,43,50,37,51,53,43,47,38,34,36,10,49,46,52,39,42,37,36,45,48,41,42,43,10
101700,61,48,61,43,38,51,47,64,54,50,48,34,12,55,48,39,47,38,45,45,41,51,35,46,40,10
101800,66,67,45,51,40,40,32,38,48,36,36,41,8,51,46,44,41,36,44,37,38,33,55,50,46,10
101900,43,58,41,42,43,38,45,43,46,49,32,34,9,39,44,39,43,35,44,31,54,57,41,57,40,10
102000,48,29,50,32,47,23,35,32,37,37,27,43,9,40,45,46,47,30,31,65,38,47,40,44,48,10
102100,45,47,49,57,75,50,58,43,32,52,40,33,10,38,39,34,30,45,41,38,33,44,46,50,32,10
102200,37,44,34,41,33,48,39,45,45,41,43,38,8,51,37,37,40,35,42,30,42,50,40,43,35,10
102300,48,43,44,45,50,48,55,42,40,50,37,34,4,40,46,46,50,44,46,40,57,55,51,49,34,10
102400,43,47,45,42,44,51,32,44,42,73,51,43,12,47,42,46,32,30,48,42,48,50,40,44,36,10
102500,4,1,1,4,3,0,1,1,2,5,5,6,0,4,1,6,1,3,2,1,7,4,2,4,3,10
102600,4,8,6,2,4,6,6,14,6,3,4,5,0,4,5,7,4,4,4,5,14,4,3,4,11,10
102700,4,9,6,8,14,13,6,6,5,5,8,17,1,3,8,3,6,8,8,6,7,10,3,10,9,10
102800,2,7,9,10,5,9,8,6,11,6,9,5,3,8,7,8,5,9,5,6,8,5,7,8,8,10
102900,8,18,10,9,14,40,24,11,6,12,7,5,5,9,9,17,11,16,19,11,17,7,14,10,12,10
103000,22,19,16,15,18,18,18,17,17,11,17,15,5,18,10,15,11,22,16,11,20,22,23,22,19,10
103100,29,26,21,27,26,19,23,14,23,18,28,20,2,26,20,29,18,27,42,23,24,22,17,31,21,10
103200,41,39,34,34,38,34,35,45,36,28,39,32,8,32,52,37,30,44,46,40,40,31,38,41,33,10
103300,47,40,60,37,43,48,49,35,43,41,46,34,8,39,60,48,43,47,48,55,46,51,44,53,40,10
103400,57,64,69,59,54,66,60,62,51,42,49,73,22,47,69,61,72,67,72,62,56,74,64,62,71,10
100200,49,33,43,47,36,52,31,41,41,43,35,45,5,41,43,40,40,36,45,28,34,45,30,44,38,11
100300,51,48,49,49,50,57,52,53,41,36,34,32,7,33,34,38,38,36,44,32,42,44,39,32,28,11
100400,47,45,49,42,70,44,47,36,41,50,29,39,9,44,38,48,39,58,47,56,50,38,45,75,45,11
100500,49,43,60,45,53,48,57,44,30,29,42,45,10,42,34,34,40,44,38,31,22,30,50,39,34,11
100600,37,40,42,35,43,39,48,43,42,43,43,41,14,47,47,39,41,48,37,35,36,27,45,32,44,11
100700,36,39,45,46,37,31,44,35,28,37,52,51,6,31,30,25,32,38,43,40,49,36,50,43,33,11
100800,49,42,50,41,43,48,38,48,53,30,48,48,13,44,36,41,38,47,37,48,45,44,38,41,49,11
