100200,44,24,46,44,51,62,48,48,41,36,35,44,9,42,41,42,57,37,33,47,55,39,37,48,51,0
100300,23,17,28,17,20,13,13,14,15,14,12,14,8,17,20,25,26,16,19,17,14,22,29,14,16,0
100400,16,17,10,15,18,17,15,17,10,11,18,10,2,11,16,19,26,21,19,22,30,18,18,21,16,0
100500,21,17,17,23,15,16,22,22,14,14,21,20,4,15,14,12,22,18,12,16,22,21,20,38,22,0
100600,13,23,21,13,13,14,17,15,15,11,17,15,4,13,19,14,23,12,22,13,18,16,14,9,11,0
100700,23,16,18,18,16,23,15,13,15,17,12,11,5,14,15,17,13,16,11,17,15,17,14,16,20,0
100800,16,17,12,14,24,15,17,15,12,11,13,14,4,18,14,13,18,12,18,17,20,13,17,22,25,0
100900,16,12,20,22,10,15,20,16,16,10,12,11,2,16,15,14,16,19,28,13,17,19,10,18,15,0
101000,15,15,13,15,10,16,9,15,18,11,19,12,2,13,11,8,8,19,10,19,21,13,13,18,9,0
101100,15,18,15,17,16,17,9,13,15,23,12,24,6,15,13,13,13,23,14,15,14,9,20,15,21,0
101200,18,23,16,12,11,19,10,14,15,30,15,17,3,20,11,10,22,16,16,15,14,21,13,9,13,0
101300,19,13,10,15,16,14,10,7,7,19,13,13,4,11,19,25,24,18,13,15,10,18,11,29,16,0
101400,8,19,17,11,13,17,14,15,9,10,19,17,7,14,13,9,15,31,20,11,17,9,14,11,8,0
101500,13,11,12,15,16,8,16,13,11,22,15,15,4,13,13,17,20,15,17,25,19,15,12,23,18,0
101600,11,30,12,17,11,15,16,19,16,19,9,13,1,14,15,15,15,16,11,18,12,13,12,8,8,0
101700,14,17,15,24,21,18,23,20,14,18,18,20,4,17,17,18,17,12,16,24,16,11,12,16,11,0
101800,13,6,13,16,21,7,20,12,22,15,14,20,7,19,4,11,22,10,14,16,17,8,15,9,11,0
101900,23,14,11,16,12,17,18,20,13,8,13,9,5,11,14,9,14,12,20,13,7,19,11,11,17,0
102000,17,11,18,20,21,11,15,15,13,16,19,17,4,12,12,14,14,29,21,23,21,15,15,14,16,0
102100,11,17,15,9,16,13,20,11,16,14,25,17,3,9,20,24,14,14,17,16,19,18,15,18,10,0
102200,19,9,15,23,21,23,10,13,14,17,20,12,3,11,25,16,16,14,7,14,10,12,9,13,16,0
102300,19,20,16,16,20,24,8,17,11,19,17,19,1,10,14,14,15,15,19,20,20,11,16,14,12,0
102400,11,10,22,9,10,5,7,12,7,14,9,9,0,14,5,18,11,6,8,22,12,13,14,16,12,0
102500,12,12,14,13,11,6,11,11,10,14,10,16,5,9,9,12,22,21,12,16,6,11,12,19,15,0
102600,22,18,13,19,12,14,16,14,16,10,18,18,3,13,16,9,8,18,20,15,11,17,18,16,18,0
102700,27,20,21,25,19,18,28,23,25,20,22,22,6,24,18,26,21,26,20,20,21,19,23,20,19,0
102800,18,29,29,16,16,25,23,21,20,26,23,23,7,19,17,20,23,30,26,21,29,28,22,20,27,0
102900,30,33,37,34,25,22,37,32,28,20,28,27,13,34,30,28,26,37,30,34,41,35,26,23,28,0
103000,36,37,31,32,37,40,44,32,35,46,40,36,13,38,35,31,31,29,32,42,34,31,45,40,35,0
103100,52,60,50,33,59,62,42,46,47,48,58,49,11,44,42,51,38,61,44,39,45,44,53,48,27,0
103200,72,57,61,63,59,53,49,69,52,56,63,53,20,54,45,56,60,67,60,49,78,61,76,72,61,0
103300,77,85,86,78,74,82,69,74,79,65,87,75,17,67,80,80,76,90,72,72,70,72,61,72,73,0
103400,92,103,93,103,94,96,86,98,82,71,73,80,20,68,75,85,86,84,97,85,108,78,74,77,84,0
100200,40,32,47,42,46,63,37,50,49,57,52,43,12,38,38,39,37,39,49,53,60,44,44,49,55,10
100300,27,22,22,29,34,24,21,23,16,17,18,22,1,22,26,18,23,24,12,15,17,24,19,15,22,10
100400,21,17,20,16,18,20,14,18,18,13,14,19,3,9,15,20,18,12,14,21,11,11,15,24,20,10
100500,23,11,25,12,16,10,11,21,12,16,18,20,3,18,17,10,18,7,15,7,22,12,24,20,13,10
100600,10,15,21,17,15,15,12,19,11,10,10,8,5,12,17,15,8,13,12,13,9,18,11,18,12,10
100700,18,17,17,12,22,11,15,19,11,17,14,12,2,13,16,11,22,13,26,18,24,24,16,19,17,10
100800,10,10,18,21,17,8,17,18,16,25,13,14,6,12,15,23,9,22,13,13,20,25,14,19,14,10
100900,15,16,27,8,15,17,8,14,14,15,11,13,2,16,22,22,15,17,12,22,10,8,19,25,16,10
101000,12,17,18,15,18,10,12,10,14,12,6,17,4,13,8,14,13,14,12,16,12,11,10,32,19,10
101100,16,21,15,15,16,12,21,20,17,23,20,16,6,15,11,19,22,14,18,26,18,16,29,20,18,10
101200,22,28,16,18,22,13,13,23,16,15,22,17,2,16,13,25,17,14,21,28,17,20,18,20,20,10
101300,18,23,17,9,12,11,14,12,15,14,16,9,2,29,13,11,9,17,10,20,10,11,17,12,14,10
101400,15,18,10,19,17,21,15,11,10,13,9,15,0,13,22,10,12,11,14,19,6,19,12,12,11,10
101500,18,9,7,9,11,10,4,14,14,15,9,9,3,14,11,12,15,13,25,18,12,11,16,11,18,10
