N,generation
18449,-0.010840695972681447
18449,-0.010786492492818038
18449,-0.010732289012954631
18449,-0.010678085533091224
18449,-0.010623882053227817
18449,-0.01056967857336441
18449,-0.010515475093501002
18449,-0.010461271613637595
18449,-0.010407068133774188
18449,-0.010352864653910781
18449,-0.010298661174047374
18449,-0.010244457694183967
18449,-0.010190254214320559
18449,-0.010136050734457152
18449,-0.010081847254593745
18449,-0.010027643774730338
18449,-0.009973440294866931
18449,-0.009919236815003523
18449,-0.009865033335140116
18449,-0.009810829855276709
18449,-0.009756626375413302
18449,-0.009702422895549895
18449,-0.009648219415686487
18449,-0.00959401593582308
18449,-0.009539812455959673
18449,-0.009485608976096266
18449,-0.009431405496232859
18449,-0.00937720201636945
18449,-0.009322998536506043
18449,-0.009268795056642637
18449,-0.00921459157677923
18449,-0.009160388096915823
18449,-0.009106184617052414
18449,-0.009051981137189007
18449,-0.0089977776573256
18449,-0.008943574177462194
18449,-0.008889370697598787
18449,-0.008835167217735378
18449,-0.008780963737871971
18449,-0.008726760258008564
18449,-0.008672556778145157
18449,-0.00861835329828175
18449,-0.008564149818418342
18449,-0.008509946338554935
18449,-0.008455742858691528
18449,-0.008401539378828121
18449,-0.008347335898964714
18449,-0.008293132419101306
18449,-0.008238928939237899
18449,-0.008184725459374492
18449,-0.008130521979511085
18449,-0.008076318499647678
18449,-0.00802211501978427
18449,-0.007967911539920863
18449,-0.007913708060057456
18449,-0.007859504580194049
18449,-0.007805301100330641
18449,-0.007751097620467234
18449,-0.0076968941406038265
18449,-0.00764269066074042
18449,-0.007588487180877013
18449,-0.007534283701013605
18449,-0.007480080221150198
18449,-0.00742587674128679
18449,-0.007371673261423383
18449,-0.0073174697815599765
18449,-0.007263266301696569
18449,-0.007209062821833162
18449,-0.007154859341969754
18449,-0.007100655862106347
18449,-0.00704645238224294
18449,-0.006992248902379533
18449,-0.006938045422516126
18449,-0.006883841942652718
18449,-0.006829638462789311
18449,-0.006775434982925904
18449,-0.006721231503062496
18449,-0.0066670280231990895
18449,-0.006612824543335682
18449,-0.006558621063472275
18449,-0.006504417583608868
18449,-0.00645021410374546
18449,-0.006396010623882053
18449,-0.006341807144018646
18449,-0.006287603664155239
18449,-0.006233400184291832
18449,-0.006179196704428424
18449,-0.006124993224565017
18449,-0.0060707897447016095
18449,-0.0060165862648382026
18449,-0.005962382784974796
18449,-0.005908179305111388
18449,-0.005853975825247981
18449,-0.005799772345384573
18449,-0.005745568865521166
18449,-0.0056913653856577595
18449,-0.005637161905794352
18449,-0.005582958425930945
18449,-0.005528754946067537
18449,-0.00547455146620413
18449,-0.005420347986340723
18449,-0.005366144506477316
18449,-0.005311941026613909
18449,-0.005257737546750501
18449,-0.005203534066887094
18449,-0.005149330587023687
18449,-0.005095127107160279
18449,-0.0050409236272968725
18449,-0.004986720147433466
18449,-0.004932516667570058
18449,-0.004878313187706651
18449,-0.004824109707843243
