Model 1,Model 2,Model 3,Model 4,Model 5,Model 6,Model 7,Model 8,Model 9,generation
20000,6017,1768,5003,1379,,,,,0.23915
20000,6018,1769,5005,1379,,,,,0.2392
20000,6019,1769,5006,1380,,,,,0.23925
20000,6021,1770,5007,1380,,,,,0.2393
20000,6022,1770,5008,1380,,,,,0.23935
20000,6024,1771,5009,1381,,,,,0.2394
20000,6025,1772,5011,1381,,,,,0.23945
20000,6026,1772,5012,1382,,,,,0.2395
20000,6028,1773,5013,1382,,,,,0.23955
20000,6029,1773,5014,1383,,,,,0.2396
20000,6031,1774,5015,1383,,,,,0.23965
20000,6032,1774,5017,1384,,,,,0.2397
20000,6033,1775,5018,1384,,,,,0.23975
20000,6035,1775,5019,1385,,,,,0.2398
20000,6036,1776,5020,1385,,,,,0.23985
20000,6037,1777,5022,1385,,,,,0.2399
20000,6039,1777,5023,1386,,,,,0.23995
20000,6040,1778,5024,1386,,,,,0.24
20000,6042,1778,5025,1387,,,,,0.24005
20000,6043,1779,5026,1387,,,,,0.2401
20000,6044,1779,5028,1388,,,,,0.24015
20000,6046,1780,5029,1388,,,,,0.2402
20000,6047,1780,5030,1389,,,,,0.24025
20000,6049,1781,5031,1389,,,,,0.2403
20000,6050,1782,5033,1390,,,,,0.24035
20000,6051,1782,5034,1390,,,,,0.2404
20000,6053,1783,5035,1390,,,,,0.24045
20000,6054,1783,5036,1391,,,,,0.2405
20000,6056,1784,5037,1391,,,,,0.24055
20000,6057,1784,5039,1392,,,,,0.2406
20000,6058,1785,5040,1392,,,,,0.24065
20000,6060,1785,5041,1393,,,,,0.2407
20000,6061,1786,5042,1393,,,,,0.24075
20000,6063,1787,5044,1394,,,,,0.2408
20000,6064,1787,5045,1394,,,,,0.24085
20000,6065,1788,5046,1395,,,,,0.2409
20000,6067,1788,5047,1395,,,,,0.24095
20000,6068,1789,5048,1395,,,,,0.241
20000,6070,1789,5050,1396,,,,,0.24105
20000,6071,1790,5051,1396,,,,,0.2411
20000,6072,1790,5052,1397,,,,,0.24115
20000,6074,1791,5053,1397,,,,,0.2412
20000,6075,1792,5055,1398,,,,,0.24125
20000,6077,1792,5056,1398,,,,,0.2413
20000,6078,1793,5057,1399,,,,,0.24135
20000,6079,1793,5058,1399,,,,,0.2414
20000,6081,1794,5059,1400,,,,,0.24145
20000,6082,1794,5061,1400,,,,,0.2415
20000,6084,1795,5062,1401,,,,,0.24155
20000,6085,1795,5063,1401,,,,,0.2416
20000,6086,1796,5064,1401,,,,,0.24165
20000,6088,1797,5066,1402,,,,,0.2417
20000,6089,1797,5067,1402,,,,,0.24175
20000,6091,1798,5068,1403,,,,,0.2418
20000,6092,1798,5069,1403,,,,,0.24185
20000,6093,1799,5071,1404,,,,,0.2419
20000,6095,1799,5072,1404,,,,,0.24195
20000,6096,1800,5073,1405,,,,,0.242
20000,6098,1800,5074,1405,,,,,0.24205
20000,6099,1801,5075,1406,,,,,0.2421
20000,6100,1802,5077,1406,,,,,0.24215
20000,6102,1802,5078,1406,,,,,0.2422
20000,6103,1803,5079,1407,,,,,0.24225
20000,6105,1803,5080,1407,,,,,0.2423
20000,6106,1804,5082,1408,,,,,0.24235
20000,6107,1804,5083,1408,,,,,0.2424
20000,6109,1805,5084,1409,,,,,0.24245
20000,6110,1805,5085,1409,,,,,0.2425
20000,6112,1806,5087,1410,,,,,0.24255
20000,6113,1807,5088,1410,,,,,0.2426
20000,6114,1807,5089,1411,,,,,0.24265
20000,6116,1808,5090,1411,,,,,0.2427
20000,6117,1808,5091,1412,,,,,0.24275
20000,6119,1809,5093,1412,,,,,0.2428
20000,6120,1809,5094,1412,,,,,0.24285
20000,6121,1810,5095,1413,,,,,0.2429
20000,6123,1811,5096,1413,,,,,0.24295
20000,6124,1811,5098,1414,,,,,0.243
20000,6126,1812,5099,1414,,,,,0.24305
20000,6127,1812,5100,1415,,,,,0.2431
20000,6129,1813,5101,1415,,,,,0.24315
20000,6130,1813,5103,1416,,,,,0.2432
20000,6131,1814,5104,1416,,,,,0.24325
20000,6133,1814,5105,1417,,,,,0.2433
20000,6134,1815,5106,1417,,,,,0.24335
20000,6136,1816,5108,1418,,,,,0.2434
20000,6137,1816,5109,1418,,,,,0.24345
20000,6138,1817,5110,1418,,,,,0.2435
20000,6140,1817,5111,1419,,,,,0.24355
20000,6141,1818,5112,1419,,,,,0.2436
20000,6143,1818,5114,1420,,,,,0.24365
20000,6144,1819,5115,1420,,,,,0.2437
20000,6145,1820,5116,1421,,,,,0.24375
20000,6147,1820,5117,1421,,,,,0.2438
20000,6148,1821,5119,1422,,,,,0.24385
20000,6150,1821,5120,1422,,,,,0.2439
20000,6151,1822,5121,1423,,,,,0.24395
20000,6153,1822,5122,1423,,,,,0.244
20000,6154,1823,5124,1424,,,,,0.24405
20000,6155,1824,5125,1424,,,,,0.2441
20000,6157,1824,5126,1425,,,,,0.24415
20000,6158,1825,5127,1425,,,,,0.2442
20000,6160,1825,5129,1425,,,,,0.24425
20000,6161,1826,5130,1426,,,,,0.2443
20000,6162,1826,5131,1426,,,,,0.24435
20000,6164,1827,5132,1427,,,,,0.2444
20000,6165,1827,5134,1427,,,,,0.24445
20000,6167,1828,5135,1428,,,,,0.2445
20000,6168,1829,5136,1428,,,,,0.24455
20000,6170,1829,5137,1429,,,,,0.2446
20000,6171,1830,5139,1429,,,,,0.24465
20000,6172,1830,5140,1430,,,,,0.2447
20000,6174,1831,5141,1430,,,,,0.24475
20000,6175,1831,5142,1431,,,,,0.2448
20000,6177,1832,5144,1431,,,,,0.24485
20000,6178,1833,5145,1432,,,,,0.2449
20000,6180,1833,5146,1432,,,,,0.24495
20000,6181,1834,5147,1432,,,,,0.245
20000,6182,1834,5149,1433,,,,,0.24505
20000,6184,1835,5150,1433,,,,,0.2451
20000,6185,1835,5151,1434,,,,,0.24515
20000,6187,1836,5152,1434,,,,,0.2452
20000,6188,1837,5154,1435,,,,,0.24525
20000,6189,1837,5155,1435,,,,,0.2453
20000,6191,1838,5156,1436,,,,,0.24535
20000,6192,1838,5157,1436,,,,,0.2454
20000,6194,1839,5159,1437,,,,,0.24545
20000,6195,1839,5160,1437,,,,,0.2455
20000,6197,1840,5161,1438,,,,,0.24555
20000,6198,1841,5162,1438,,,,,0.2456
20000,6199,1841,5164,1439,,,,,0.24565
20000,6201,1842,5165,1439,,,,,0.2457
20000,6202,1842,5166,1440,,,,,0.24575
20000,6204,1843,5167,1440,,,,,0.2458
20000,6205,1843,5169,1440,,,,,0.24585
20000,6207,1844,5170,1441,,,,,0.2459
20000,6208,1845,5171,1441,,,,,0.24595
20000,6209,1845,5172,1442,,,,,0.246
20000,6211,1846,5174,1442,,,,,0.24605
20000,6212,1846,5175,1443,,,,,0.2461
20000,6214,1847,5176,1443,,,,,0.24615
20000,6215,1847,5177,1444,,,,,0.2462
20000,6217,1848,5179,1444,,,,,0.24625
20000,6218,1849,5180,1445,,,,,0.2463
20000,6219,1849,5181,1445,,,,,0.24635
20000,6221,1850,5182,1446,,,,,0.2464
20000,6222,1850,5184,1446,,,,,0.24645
20000,6224,1851,5185,1447,,,,,0.2465
20000,6225,1852,5186,1447,,,,,0.24655
20000,6227,1852,5187,1448,,,,,0.2466
20000,6228,1853,5189,1448,,,,,0.24665
20000,6230,1853,5190,1448,,,,,0.2467
20000,6231,1854,5191,1449,,,,,0.24675
20000,6232,1854,5192,1449,,,,,0.2468
20000,6234,1855,5194,1450,,,,,0.24685
20000,6235,1856,5195,1450,,,,,0.2469
20000,6237,1856,5196,1451,,,,,0.24695
20000,6238,1857,5197,1451,,,,,0.247
20000,6240,1857,5199,1452,,,,,0.24705
20000,6241,1858,5200,1452,,,,,0.2471
20000,6242,1858,5201,1453,,,,,0.24715
20000,6244,1859,5202,1453,,,,,0.2472
20000,6245,1860,5204,1454,,,,,0.24725
20000,6247,1860,5205,1454,,,,,0.2473
20000,6248,1861,5206,1455,,,,,0.24735
20000,6250,1861,5208,1455,,,,,0.2474
20000,6251,1862,5209,1456,,,,,0.24745
20000,6253,1862,5210,1456,,,,,0.2475
20000,6254,1863,5211,1457,,,,,0.24755
20000,6255,1864,5213,1457,,,,,0.2476
20000,6257,1864,5214,1458,,,,,0.24765
20000,6258,1865,5215,1458,,,,,0.2477
20000,6260,1865,5216,1458,,,,,0.24775
20000,6261,1866,5218,1459,,,,,0.2478
20000,6263,1867,5219,1459,,,,,0.24785
20000,6264,1867,5220,1460,,,,,0.2479
20000,6265,1868,5221,1460,,,,,0.24795
20000,6267,1868,5223,1461,,,,,0.248
20000,6268,1869,5224,1461,,,,,0.24805
20000,6270,1869,5225,1462,,,,,0.2481
20000,6271,1870,5226,1462,,,,,0.24815
20000,6273,1871,5228,1463,,,,,0.2482
20000,6274,1871,5229,1463,,,,,0.24825
20000,6276,1872,5230,1464,,,,,0.2483
20000,6277,1872,5232,1464,,,,,0.24835
20000,6278,1873,5233,1465,,,,,0.2484
20000,6280,1873,5234,1465,,,,,0.24845
20000,6281,1874,5235,1466,,,,,0.2485
20000,6283,1875,5237,1466,,,,,0.24855
20000,6284,1875,5238,1467,,,,,0.2486
20000,6286,1876,5239,1467,,,,,0.24865
20000,6287,1876,5240,1468,,,,,0.2487
20000,6289,1877,5242,1468,,,,,0.24875
20000,6290,1878,5243,1469,,,,,0.2488
20000,6292,1878,5244,1469,,,,,0.24885
20000,6293,1879,5246,1469,,,,,0.2489
20000,6294,1879,5247,1470,,,,,0.24895
20000,6296,1880,5248,1470,,,,,0.249
20000,6297,1880,5249,1471,,,,,0.24905
20000,6299,1881,5251,1471,,,,,0.2491
20000,6300,1882,5252,1472,,,,,0.24915
20000,6302,1882,5253,1472,,,,,0.2492
20000,6303,1883,5254,1473,,,,,0.24925
20000,6305,1883,5256,1473,,,,,0.2493
20000,6306,1884,5257,1474,,,,,0.24935
20000,6307,1885,5258,1474,,,,,0.2494
20000,6309,1885,5260,1475,,,,,0.24945
20000,6310,1886,5261,1475,,,,,0.2495
20000,6312,1886,5262,1476,,,,,0.24955
20000,6313,1887,5263,1476,,,,,0.2496
20000,6315,1888,5265,1477,,,,,0.24965
20000,6316,1888,5266,1477,,,,,0.2497
20000,6318,1889,5267,1478,,,,,0.24975
20000,6319,1889,5268,1478,,,,,0.2498
20000,6321,1890,5270,1479,,,,,0.24985
20000,6322,1890,5271,1479,,,,,0.2499
20000,6323,1891,5272,1480,,,,,0.24995
20000,6325,1892,5274,1480,,,,,0.25
20000,6326,1892,5275,1481,,,,,0.25005
20000,6328,1893,5276,1481,,,,,0.2501
20000,6329,1893,5277,1482,,,,,0.25015
20000,6331,1894,5279,1482,,,,,0.2502
20000,6332,1895,5280,1483,,,,,0.25025
20000,6334,1895,5281,1483,,,,,0.2503
20000,6335,1896,5283,1484,,,,,0.25035
20000,6337,1896,5284,1484,,,,,0.2504
20000,6338,1897,5285,1484,,,,,0.25045
20000,6340,1898,5286,1485,,,,,0.2505
20000,6341,1898,5288,1485,,,,,0.25055
20000,6342,1899,5289,1486,,,,,0.2506
20000,6344,1899,5290,1486,,,,,0.25065
20000,6345,1900,5291,1487,,,,,0.2507
20000,6347,1900,5293,1487,,,,,0.25075
20000,6348,1901,5294,1488,,,,,0.2508
20000,6350,1902,5295,1488,,,,,0.25085
20000,6351,1902,5297,1489,,,,,0.2509
20000,6353,1903,5298,1489,,,,,0.25095
20000,6354,1903,5299,1490,,,,,0.251
20000,6356,1904,5300,1490,,,,,0.25105
20000,6357,1905,5302,1491,,,,,0.2511
20000,6359,1905,5303,1491,,,,,0.25115
20000,6360,1906,5304,1492,,,,,0.2512
20000,6361,1906,5306,1492,,,,,0.25125
20000,6363,1907,5307,1493,,,,,0.2513
20000,6364,1908,5308,1493,,,,,0.25135
20000,6366,1908,5309,1494,,,,,0.2514
20000,6367,1909,5311,1494,,,,,0.25145
20000,6369,1909,5312,1495,,,,,0.2515
20000,6370,1910,5313,1495,,,,,0.25155
20000,6372,1911,5315,1496,,,,,0.2516
20000,6373,1911,5316,1496,,,,,0.25165
20000,6375,1912,5317,1497,,,,,0.2517
20000,6376,1912,5319,1497,,,,,0.25175
20000,6378,1913,5320,1498,,,,,0.2518
20000,6379,1914,5321,1498,,,,,0.25185
20000,6381,1914,5322,1499,,,,,0.2519
20000,6382,1915,5324,1499,,,,,0.25195
20000,6383,1915,5325,1500,,,,,0.252
20000,6385,1916,5326,1500,,,,,0.25205
20000,6386,1916,5328,1501,,,,,0.2521
20000,6388,1917,5329,1501,,,,,0.25215
20000,6389,1918,5330,1502,,,,,0.2522
20000,6391,1918,5331,1502,,,,,0.25225
20000,6392,1919,5333,1503,,,,,0.2523
20000,6394,1919,5334,1503,,,,,0.25235
20000,6395,1920,5335,1504,,,,,0.2524
20000,6397,1921,5337,1504,,,,,0.25245
20000,6398,1921,5338,1505,,,,,0.2525
20000,6400,1922,5339,1505,,,,,0.25255
20000,6401,1922,5340,1506,,,,,0.2526
20000,6403,1923,5342,1506,,,,,0.25265
20000,6404,1924,5343,1506,,,,,0.2527
20000,6406,1924,5344,1507,,,,,0.25275
20000,6407,1925,5346,1507,,,,,0.2528
20000,6408,1925,5347,1508,,,,,0.25285
20000,6410,1926,5348,1508,,,,,0.2529
20000,6411,1927,5350,1509,,,,,0.25295
20000,6413,1927,5351,1509,,,,,0.253
20000,6414,1928,5352,1510,,,,,0.25305
20000,6416,1928,5353,1510,,,,,0.2531
20000,6417,1929,5355,1511,,,,,0.25315
20000,6419,1930,5356,1511,,,,,0.2532
20000,6420,1930,5357,1512,,,,,0.25325
20000,6422,1931,5359,1512,,,,,0.2533
20000,6423,1931,5360,1513,,,,,0.25335
20000,6425,1932,5361,1513,,,,,0.2534
20000,6426,1933,5363,1514,,,,,0.25345
20000,6428,1933,5364,1514,,,,,0.2535
20000,6429,1934,5365,1515,,,,,0.25355
20000,6431,1934,5366,1515,,,,,0.2536
20000,6432,1935,5368,1516,,,,,0.25365
20000,6434,1936,5369,1516,,,,,0.2537
20000,6435,1936,5370,1517,,,,,0.25375
20000,6437,1937,5372,1517,,,,,0.2538
20000,6438,1937,5373,1518,,,,,0.25385
20000,6440,1938,5374,1518,,,,,0.2539
20000,6441,1939,5376,1519,,,,,0.25395
20000,6443,1939,5377,1519,,,,,0.254
20000,6444,1940,5378,1520,,,,,0.25405
20000,6445,1940,5379,1520,,,,,0.2541
20000,6447,1941,5381,1521,,,,,0.25415
20000,6448,1942,5382,1521,,,,,0.2542
20000,6450,1942,5383,1522,,,,,0.25425
20000,6451,1943,5385,1522,,,,,0.2543
20000,6453,1943,5386,1523,,,,,0.25435
20000,6454,1944,5387,1523,,,,,0.2544
20000,6456,1945,5389,1524,,,,,0.25445
20000,6457,1945,5390,1524,,,,,0.2545
20000,6459,1946,5391,1525,,,,,0.25455
20000,6460,1946,5392,1525,,,,,0.2546
20000,6462,1947,5394,1526,,,,,0.25465
20000,6463,1948,5395,1526,,,,,0.2547
20000,6465,1948,5396,1527,,,,,0.25475
20000,6466,1949,5398,1527,,,,,0.2548
20000,6468,1950,5399,1528,,,,,0.25485
20000,6469,1950,5400,1528,,,,,0.2549
20000,6471,1951,5402,1529,,,,,0.25495
20000,6472,1951,5403,1529,,,,,0.255
20000,6474,1952,5404,1530,,,,,0.25505
20000,6475,1953,5406,1530,,,,,0.2551
20000,6477,1953,5407,1531,,,,,0.25515
20000,6478,1954,5408,1531,,,,,0.2552
20000,6480,1954,5410,1532,,,,,0.25525
20000,6481,1955,5411,1532,,,,,0.2553
20000,6483,1956,5412,1533,,,,,0.25535
20000,6484,1956,5413,1533,,,,,0.2554
20000,6486,1957,5415,1534,,,,,0.25545
20000,6487,1957,5416,1534,,,,,0.2555
20000,6489,1958,5417,1535,,,,,0.25555
20000,6490,1959,5419,1535,,,,,0.2556
20000,6492,1959,5420,1536,,,,,0.25565
20000,6493,1960,5421,1536,,,,,0.2557
20000,6495,1960,5423,1537,,,,,0.25575
20000,6496,1961,5424,1537,,,,,0.2558
20000,6498,1962,5425,1538,,,,,0.25585
20000,6499,1962,5427,1538,,,,,0.2559
20000,6501,1963,5428,1539,,,,,0.25595
20000,6502,1963,5429,1539,,,,,0.256
20000,6504,1964,5431,1540,,,,,0.25605
20000,6505,1965,5432,1540,,,,,0.2561
20000,6507,1965,5433,1541,,,,,0.25615
20000,6508,1966,5434,1541,,,,,0.2562
20000,6510,1967,5436,1542,,,,,0.25625
20000,6511,1967,5437,1542,,,,,0.2563
20000,6513,1968,5438,1543,,,,,0.25635
20000,6514,1968,5440,1543,,,,,0.2564
20000,6516,1969,5441,1544,,,,,0.25645
20000,6517,1970,5442,1544,,,,,0.2565
20000,6519,1970,5444,1545,,,,,0.25655
20000,6520,1971,5445,1545,,,,,0.2566
20000,6522,1971,5446,1546,,,,,0.25665
20000,6523,1972,5448,1546,,,,,0.2567
20000,6525,1973,5449,1547,,,,,0.25675
20000,6526,1973,5450,1547,,,,,0.2568
20000,6528,1974,5452,1548,,,,,0.25685
20000,6529,1975,5453,1548,,,,,0.2569
20000,6531,1975,5454,1549,,,,,0.25695
20000,6532,1976,5456,1549,,,,,0.257
20000,6534,1976,5457,1550,,,,,0.25705
20000,6535,1977,5458,1550,,,,,0.2571
20000,6537,1978,5460,1551,,,,,0.25715
20000,6538,1978,5461,1551,,,,,0.2572
20000,6540,1979,5462,1552,,,,,0.25725
20000,6541,1979,5464,1553,,,,,0.2573
20000,6543,1980,5465,1553,,,,,0.25735
20000,6544,1981,5466,1554,,,,,0.2574
20000,6546,1981,5468,1554,,,,,0.25745
20000,6547,1982,5469,1555,,,,,0.2575
20000,6549,1983,5470,1555,,,,,0.25755
20000,6550,1983,5471,1556,,,,,0.2576
20000,6552,1984,5473,1556,,,,,0.25765
20000,6553,1984,5474,1557,,,,,0.2577
20000,6555,1985,5475,1557,,,,,0.25775
20000,6556,1986,5477,1558,,,,,0.2578
20000,6558,1986,5478,1558,,,,,0.25785
20000,6559,1987,5479,1559,,,,,0.2579
20000,6561,1987,5481,1559,,,,,0.25795
20000,6562,1988,5482,1560,,,,,0.258
20000,6564,1989,5483,1560,,,,,0.25805
20000,6565,1989,5485,1561,,,,,0.2581
20000,6567,1990,5486,1561,,,,,0.25815
20000,6568,1991,5487,1562,,,,,0.2582
20000,6570,1991,5489,1562,,,,,0.25825
20000,6571,1992,5490,1563,,,,,0.2583
20000,6573,1992,5491,1563,,,,,0.25835
20000,6574,1993,5493,1564,,,,,0.2584
20000,6576,1994,5494,1564,,,,,0.25845
20000,6577,1994,5495,1565,,,,,0.2585
20000,6579,1995,5497,1565,,,,,0.25855
20000,6580,1995,5498,1566,,,,,0.2586
20000,6582,1996,5499,1566,,,,,0.25865
20000,6583,1997,5501,1567,,,,,0.2587
20000,6585,1997,5502,1567,,,,,0.25875
20000,6587,1998,5503,1568,,,,,0.2588
20000,6588,1999,5505,1568,,,,,0.25885
20000,6590,1999,5506,1569,,,,,0.2589
20000,6591,2000,5507,1569,,,,,0.25895
20000,6593,2000,5509,1570,,,,,0.259
20000,6594,2001,5510,1570,,,,,0.25905
20000,6596,2002,5511,1571,,,,,0.2591
20000,6597,2002,5513,1571,,,,,0.25915
20000,6599,2003,5514,1572,,,,,0.2592
20000,6600,2004,5515,1572,,,,,0.25925
20000,6602,2004,5517,1573,,,,,0.2593
20000,6603,2005,5518,1573,,,,,0.25935
20000,6605,2005,5519,1574,,,,,0.2594
20000,6606,2006,5521,1575,,,,,0.25945
20000,6608,2007,5522,1575,,,,,0.2595
20000,6609,2007,5523,1576,,,,,0.25955
20000,6611,2008,5525,1576,,,,,0.2596
20000,6612,2009,5526,1577,,,,,0.25965
20000,6614,2009,5527,1577,,,,,0.2597
20000,6615,2010,5529,1578,,,,,0.25975
20000,6617,2010,5530,1578,,,,,0.2598
20000,6618,2011,5531,1579,,,,,0.25985
20000,6620,2012,5533,1579,,,,,0.2599
20000,6621,2012,5534,1580,,,,,0.25995
20000,6623,2013,5536,1580,,,,,0.26
20000,6625,2014,5537,1581,,,,,0.26005
20000,6626,2014,5538,1581,,,,,0.2601
20000,6628,2015,5540,1582,,,,,0.26015
20000,6629,2015,5541,1582,,,,,0.2602
20000,6631,2016,5542,1583,,,,,0.26025
20000,6632,2017,5544,1583,,,,,0.2603
20000,6634,2017,5545,1584,,,,,0.26035
20000,6635,2018,5546,1584,,,,,0.2604
20000,6637,2019,5548,1585,,,,,0.26045
20000,6638,2019,5549,1585,,,,,0.2605
20000,6640,2020,5550,1586,,,,,0.26055
20000,6641,2020,5552,1586,,,,,0.2606
20000,6643,2021,5553,1587,,,,,0.26065
20000,6644,2022,5554,1587,,,,,0.2607
20000,6646,2022,5556,1588,,,,,0.26075
20000,6647,2023,5557,1588,,,,,0.2608
20000,6649,2024,5558,1589,,,,,0.26085
20000,6651,2024,5560,1590,,,,,0.2609
20000,6652,2025,5561,1590,,,,,0.26095
20000,6654,2025,5562,1591,,,,,0.261
20000,6655,2026,5564,1591,,,,,0.26105
20000,6657,2027,5565,1592,,,,,0.2611
20000,6658,2027,5566,1592,,,,,0.26115
20000,6660,2028,5568,1593,,,,,0.2612
20000,6661,2029,5569,1593,,,,,0.26125
20000,6663,2029,5571,1594,,,,,0.2613
20000,6664,2030,5572,1594,,,,,0.26135
20000,6666,2031,5573,1595,,,,,0.2614
20000,6667,2031,5575,1595,,,,,0.26145
20000,6669,2032,5576,1596,,,,,0.2615
20000,6670,2032,5577,1596,,,,,0.26155
20000,6672,2033,5579,1597,,,,,0.2616
20000,6674,2034,5580,1597,,,,,0.26165
20000,6675,2034,5581,1598,,,,,0.2617
20000,6677,2035,5583,1598,,,,,0.26175
20000,6678,2036,5584,1599,,,,,0.2618
20000,6680,2036,5585,1599,,,,,0.26185
20000,6681,2037,5587,1600,,,,,0.2619
20000,6683,2037,5588,1600,,,,,0.26195
20000,6684,2038,5589,1601,,,,,0.262
20000,6686,2039,5591,1602,,,,,0.26205
20000,6687,2039,5592,1602,,,,,0.2621
20000,6689,2040,5594,1603,,,,,0.26215
20000,6690,2041,5595,1603,,,,,0.2622
20000,6692,2041,5596,1604,,,,,0.26225
20000,6694,2042,5598,1604,,,,,0.2623
20000,6695,2043,5599,1605,,,,,0.26235
20000,6697,2043,5600,1605,,,,,0.2624
20000,6698,2044,5602,1606,,,,,0.26245
20000,6700,2044,5603,1606,,,,,0.2625
20000,6701,2045,5604,1607,,,,,0.26255
20000,6703,2046,5606,1607,,,,,0.2626
20000,6704,2046,5607,1608,,,,,0.26265
20000,6706,2047,5608,1608,,,,,0.2627
20000,6707,2048,5610,1609,,,,,0.26275
20000,6709,2048,5611,1609,,,,,0.2628
20000,6711,2049,5613,1610,,,,,0.26285
20000,6712,2050,5614,1610,,,,,0.2629
20000,6714,2050,5615,1611,,,,,0.26295
20000,6715,2051,5617,1611,,,,,0.263
20000,6717,2051,5618,1612,,,,,0.26305
20000,6718,2052,5619,1613,,,,,0.2631
20000,6720,2053,5621,1613,,,,,0.26315
20000,6721,2053,5622,1614,,,,,0.2632
20000,6723,2054,5623,1614,,,,,0.26325
20000,6724,2055,5625,1615,,,,,0.2633
20000,6726,2055,5626,1615,,,,,0.26335
20000,6728,2056,5628,1616,,,,,0.2634
20000,6729,2057,5629,1616,,,,,0.26345
20000,6731,2057,5630,1617,,,,,0.2635
20000,6732,2058,5632,1617,,,,,0.26355
20000,6734,2058,5633,1618,,,,,0.2636
20000,6735,2059,5634,1618,,,,,0.26365
20000,6737,2060,5636,1619,,,,,0.2637
20000,6738,2060,5637,1619,,,,,0.26375
20000,6740,2061,5638,1620,,,,,0.2638
20000,6741,2062,5640,1620,,,,,0.26385
20000,6743,2062,5641,1621,,,,,0.2639
20000,6745,2063,5643,1622,,,,,0.26395
20000,6746,2064,5644,1622,,,,,0.264
20000,6748,2064,5645,1623,,,,,0.26405
20000,6749,2065,5647,1623,,,,,0.2641
20000,6751,2066,5648,1624,,,,,0.26415
20000,6752,2066,5649,1624,,,,,0.2642
20000,6754,2067,5651,1625,,,,,0.26425
20000,6755,2067,5652,1625,,,,,0.2643
20000,6757,2068,5653,1626,,,,,0.26435
20000,6759,2069,5655,1626,,,,,0.2644
20000,6760,2069,5656,1627,,,,,0.26445
20000,6762,2070,5658,1627,,,,,0.2645
20000,6763,2071,5659,1628,,,,,0.26455
20000,6765,2071,5660,1628,,,,,0.2646
20000,6766,2072,5662,1629,,,,,0.26465
20000,6768,2073,5663,1630,,,,,0.2647
20000,6769,2073,5664,1630,,,,,0.26475
20000,6771,2074,5666,1631,,,,,0.2648
20000,6773,2075,5667,1631,,,,,0.26485
20000,6774,2075,5669,1632,,,,,0.2649
20000,6776,2076,5670,1632,,,,,0.26495
20000,6777,2076,5671,1633,,,,,0.265
20000,6779,2077,5673,1633,,,,,0.26505
20000,6780,2078,5674,1634,,,,,0.2651
20000,6782,2078,5675,1634,,,,,0.26515
20000,6784,2079,5677,1635,,,,,0.2652
20000,6785,2080,5678,1635,,,,,0.26525
20000,6787,2080,5680,1636,,,,,0.2653
20000,6788,2081,5681,1636,,,,,0.26535
20000,6790,2082,5682,1637,,,,,0.2654
20000,6791,2082,5684,1638,,,,,0.26545
20000,6793,2083,5685,1638,,,,,0.2655
20000,6794,2084,5686,1639,,,,,0.26555
20000,6796,2084,5688,1639,,,,,0.2656
20000,6798,2085,5689,1640,,,,,0.26565
20000,6799,2086,5691,1640,,,,,0.2657
20000,6801,2086,5692,1641,,,,,0.26575
20000,6802,2087,5693,1641,,,,,0.2658
20000,6804,2087,5695,1642,,,,,0.26585
20000,6805,2088,5696,1642,,,,,0.2659
20000,6807,2089,5698,1643,,,,,0.26595
20000,6809,2089,5699,1643,,,,,0.266
20000,6810,2090,5700,1644,,,,,0.26605
20000,6812,2091,5702,1645,,,,,0.2661
20000,6813,2091,5703,1645,,,,,0.26615
20000,6815,2092,5704,1646,,,,,0.2662
20000,6816,2093,5706,1646,,,,,0.26625
20000,6818,2093,5707,1647,,,,,0.2663
20000,6820,2094,5709,1647,,,,,0.26635
20000,6821,2095,5710,1648,,,,,0.2664
20000,6823,2095,5711,1648,,,,,0.26645
20000,6824,2096,5713,1649,,,,,0.2665
20000,6826,2097,5714,1649,,,,,0.26655
20000,6827,2097,5715,1650,,,,,0.2666
20000,6829,2098,5717,1650,,,,,0.26665
20000,6831,2099,5718,1651,,,,,0.2667
20000,6832,2099,5720,1652,,,,,0.26675
20000,6834,2100,5721,1652,,,,,0.2668
20000,6835,2100,5722,1653,,,,,0.26685
20000,6837,2101,5724,1653,,,,,0.2669
20000,6838,2102,5725,1654,,,,,0.26695
20000,6840,2102,5727,1654,,,,,0.267
20000,6842,2103,5728,1655,,,,,0.26705
20000,6843,2104,5729,1655,,,,,0.2671
20000,6845,2104,5731,1656,,,,,0.26715
20000,6846,2105,5732,1656,,,,,0.2672
20000,6848,2106,5734,1657,,,,,0.26725
20000,6849,2106,5735,1657,,,,,0.2673
20000,6851,2107,5736,1658,,,,,0.26735
20000,6853,2108,5738,1659,,,,,0.2674
20000,6854,2108,5739,1659,,,,,0.26745
20000,6856,2109,5740,1660,,,,,0.2675
20000,6857,2110,5742,1660,,,,,0.26755
20000,6859,2110,5743,1661,,,,,0.2676
20000,6861,2111,5745,1661,,,,,0.26765
20000,6862,2112,5746,1662,,,,,0.2677
20000,6864,2112,5747,1662,,,,,0.26775
20000,6865,2113,5749,1663,,,,,0.2678
20000,6867,2114,5750,1663,,,,,0.26785
20000,6868,2114,5752,1664,,,,,0.2679
20000,6870,2115,5753,1665,,,,,0.26795
20000,6872,2116,5754,1665,,,,,0.268
20000,6873,2116,5756,1666,,,,,0.26805
20000,6875,2117,5757,1666,,,,,0.2681
20000,6876,2118,5759,1667,,,,,0.26815
20000,6878,2118,5760,1667,,,,,0.2682
